years_experience,skills_match,country,job_type,education,company_size,num_applications,got_offer
8,6,Ukraine,remote,bootcamp,large,20,0
6,0,Spain,hybrid,self-taught,large,6,0
3,2,Poland,remote,master,medium,20,0
12,5,USA,onsite,bachelor,medium,20,1
0,3,Netherlands,hybrid,self-taught,small,46,0
11,6,Ukraine,hybrid,master,small,27,1
1,2,Spain,hybrid,phd,small,26,0
11,0,USA,hybrid,bootcamp,medium,32,0
4,8,USA,remote,master,large,10,1
11,5,Spain,remote,phd,small,18,1
10,7,Poland,hybrid,self-taught,medium,41,1
4,2,Lithuania,onsite,self-taught,small,12,0
7,7,USA,hybrid,phd,medium,10,1
5,1,USA,remote,phd,large,24,0
7,3,Poland,hybrid,bootcamp,medium,24,0
1,2,Poland,remote,self-taught,large,38,0
2,9,Germany,hybrid,phd,small,46,1
5,0,Poland,onsite,bachelor,large,25,0
11,6,USA,hybrid,bachelor,medium,8,1
12,10,Spain,onsite,phd,small,14,1
9,9,Lithuania,onsite,bootcamp,small,43,1
2,1,UK,hybrid,self-taught,medium,31,0
5,3,Germany,onsite,bachelor,large,24,0
5,8,UK,onsite,phd,medium,16,0
1,5,Spain,remote,phd,large,20,1
6,7,Lithuania,remote,master,large,38,1
11,1,Lithuania,onsite,phd,small,47,1
1,6,Lithuania,hybrid,bootcamp,large,15,0
5,5,Netherlands,onsite,bachelor,small,14,0
0,8,Spain,hybrid,master,medium,12,0
2,6,Ukraine,remote,bachelor,medium,34,0
1,0,Germany,hybrid,bachelor,small,8,0
6,7,Germany,onsite,bootcamp,small,19,0
13,10,Lithuania,onsite,phd,large,46,1
3,9,Spain,onsite,bootcamp,small,5,1
7,2,Netherlands,onsite,phd,medium,27,0
5,1,Lithuania,onsite,master,small,41,0
11,2,Poland,hybrid,bootcamp,small,13,0
9,10,Ukraine,onsite,bootcamp,small,32,1
3,5,UK,remote,self-taught,large,31,1
4,2,Germany,onsite,bootcamp,small,41,0
12,9,UK,hybrid,self-taught,large,46,1
12,4,USA,onsite,phd,large,37,1
14,5,Lithuania,onsite,phd,small,2,1
14,7,Poland,hybrid,phd,large,7,1
8,6,Germany,onsite,self-taught,small,48,1
6,10,UK,hybrid,phd,medium,11,1
9,7,Ukraine,onsite,bachelor,medium,11,1
13,2,Netherlands,remote,bootcamp,large,23,1
13,3,Spain,onsite,self-taught,medium,31,1
8,5,Germany,hybrid,phd,small,44,0
6,10,Ukraine,remote,bachelor,large,45,1
11,6,UK,hybrid,bootcamp,small,8,1
0,8,Spain,onsite,bootcamp,large,32,0
11,0,UK,remote,phd,large,48,1
7,7,Spain,hybrid,bachelor,large,21,1
3,7,Netherlands,remote,self-taught,large,31,0
2,5,Netherlands,remote,phd,medium,1,0
13,3,Lithuania,hybrid,bootcamp,medium,13,0
12,2,Lithuania,remote,bootcamp,medium,11,0
6,10,Germany,hybrid,bootcamp,large,29,1
11,2,Netherlands,remote,phd,medium,4,0
2,5,Poland,remote,master,large,36,0
7,7,UK,remote,master,medium,15,1
5,6,UK,onsite,master,large,3,1
4,10,UK,onsite,bachelor,medium,29,1
3,0,Germany,hybrid,phd,medium,21,0
7,10,UK,remote,bootcamp,medium,2,1
7,5,USA,hybrid,bachelor,large,6,0
11,6,Spain,onsite,master,large,31,1
0,6,UK,onsite,self-taught,medium,24,0
8,8,Ukraine,onsite,bachelor,large,40,1
13,10,Spain,onsite,bachelor,small,17,1
4,10,Lithuania,hybrid,phd,medium,5,1
3,9,UK,remote,bachelor,medium,2,1
5,4,Ukraine,hybrid,phd,small,12,1
5,0,Poland,remote,self-taught,large,5,0
1,1,Ukraine,onsite,bootcamp,large,42,0
7,3,Netherlands,remote,bootcamp,large,41,0
6,4,Netherlands,onsite,master,medium,20,0
0,8,Lithuania,hybrid,master,medium,8,1
4,10,USA,remote,self-taught,medium,1,1
11,0,Germany,hybrid,bootcamp,medium,6,0
5,2,Germany,onsite,master,medium,11,0
3,4,Poland,hybrid,bachelor,large,3,0
1,2,Lithuania,onsite,phd,small,31,0
12,3,Lithuania,onsite,master,large,28,1
13,2,USA,onsite,self-taught,large,47,0
3,3,UK,hybrid,bootcamp,medium,43,0
0,0,Germany,hybrid,self-taught,small,5,0
6,7,UK,remote,phd,small,26,1
1,3,Lithuania,remote,phd,large,16,0
12,6,UK,hybrid,self-taught,small,31,1
1,1,Netherlands,hybrid,master,large,28,0
8,1,Poland,hybrid,master,large,7,0
4,5,Germany,hybrid,bootcamp,large,38,1
1,1,USA,onsite,bootcamp,large,9,0
10,5,Poland,onsite,bachelor,medium,39,0
8,10,Spain,onsite,bachelor,small,35,1
8,1,Netherlands,hybrid,bootcamp,medium,43,0
0,3,USA,onsite,bachelor,medium,27,0
10,6,Ukraine,onsite,self-taught,medium,12,1
2,7,Poland,remote,master,large,25,0
3,2,Lithuania,remote,bachelor,large,43,0
13,8,Spain,onsite,bachelor,medium,29,1
6,1,USA,onsite,self-taught,medium,31,0
9,7,Lithuania,onsite,phd,small,34,1
3,7,Netherlands,hybrid,bootcamp,medium,33,0
1,3,Ukraine,remote,self-taught,large,27,0
6,0,Spain,remote,phd,medium,2,0
5,0,Germany,remote,self-taught,small,14,0
2,1,Ukraine,onsite,master,small,13,0
5,8,Lithuania,hybrid,self-taught,medium,24,1
10,1,Poland,remote,self-taught,small,5,0
14,1,UK,remote,master,small,34,1
5,5,USA,hybrid,bootcamp,large,23,0
11,6,Spain,onsite,phd,small,19,1
4,6,Lithuania,onsite,bachelor,small,30,0
3,8,Germany,remote,bootcamp,medium,49,1
9,5,UK,remote,self-taught,large,43,1
11,7,USA,hybrid,bachelor,small,16,1
14,10,USA,remote,master,medium,40,1
0,5,Lithuania,hybrid,bootcamp,medium,34,0
9,1,Germany,remote,phd,medium,49,1
5,0,Netherlands,remote,bootcamp,medium,11,0
1,4,UK,remote,bootcamp,medium,14,0
12,8,Netherlands,onsite,bachelor,medium,48,1
2,7,Spain,hybrid,master,small,47,1
13,3,Lithuania,hybrid,master,large,15,1
7,4,UK,onsite,bootcamp,large,35,0
9,4,Spain,onsite,master,medium,7,1
13,5,Ukraine,onsite,bachelor,medium,29,1
13,2,Netherlands,hybrid,bachelor,large,44,1
5,4,Ukraine,remote,phd,small,22,0
2,1,Ukraine,onsite,master,medium,23,0
6,9,UK,onsite,phd,large,24,1
3,0,USA,onsite,self-taught,large,35,0
13,10,Spain,remote,bachelor,medium,10,1
8,0,Ukraine,remote,bootcamp,large,8,0
14,9,Germany,onsite,bachelor,small,48,1
4,6,Poland,remote,self-taught,large,48,0
2,1,Netherlands,onsite,bootcamp,medium,12,0
1,3,Netherlands,remote,master,medium,29,0
10,4,Germany,hybrid,master,large,29,0
1,6,UK,hybrid,bachelor,large,23,0
2,1,UK,remote,bootcamp,medium,26,0
1,5,UK,hybrid,bootcamp,small,37,0
13,0,Spain,hybrid,phd,large,32,0
3,6,Lithuania,hybrid,self-taught,small,38,0
1,8,Ukraine,onsite,master,small,6,0
9,4,USA,remote,bachelor,medium,8,1
8,4,Poland,remote,bootcamp,medium,17,0
1,3,Lithuania,remote,master,medium,12,0
8,2,Lithuania,hybrid,bachelor,small,22,0
12,8,Germany,onsite,master,medium,14,1
5,4,Spain,remote,bachelor,medium,34,0
0,7,Netherlands,hybrid,master,small,19,1
3,8,Netherlands,onsite,phd,small,6,1
14,4,Germany,onsite,self-taught,small,18,1
13,9,Spain,remote,master,small,36,1
0,8,Germany,remote,self-taught,large,37,0
13,1,Netherlands,hybrid,master,medium,38,0
5,8,Lithuania,remote,bootcamp,large,15,1
13,10,USA,hybrid,phd,small,38,1
12,3,Ukraine,onsite,phd,small,40,1
3,5,UK,onsite,self-taught,small,9,0
2,5,Spain,onsite,bootcamp,small,6,0
2,5,Ukraine,onsite,bachelor,small,2,0
8,1,Poland,remote,phd,medium,16,0
5,6,Poland,remote,bootcamp,large,1,1
8,5,Lithuania,hybrid,bootcamp,large,30,0
12,10,Germany,hybrid,self-taught,medium,48,1
4,0,Germany,hybrid,bootcamp,medium,33,0
1,1,Netherlands,hybrid,bootcamp,medium,1,0
7,6,Lithuania,hybrid,bachelor,large,39,0
4,0,Netherlands,onsite,self-taught,large,16,0
1,0,Netherlands,onsite,self-taught,small,17,0
3,0,Poland,onsite,bootcamp,large,48,0
8,7,Netherlands,hybrid,bachelor,large,48,1
14,3,Ukraine,onsite,master,medium,38,1
3,3,UK,onsite,phd,large,18,0
12,1,Netherlands,onsite,self-taught,small,22,0
11,10,Poland,onsite,bachelor,large,22,1
11,10,UK,remote,bachelor,medium,35,1
11,10,Germany,hybrid,bootcamp,medium,31,1
12,0,Spain,hybrid,phd,small,40,1
14,9,USA,remote,self-taught,small,27,1
13,8,Netherlands,onsite,master,large,36,1
3,6,Ukraine,onsite,bootcamp,small,4,0
1,3,UK,onsite,self-taught,small,49,0
12,5,Spain,hybrid,self-taught,medium,5,1
11,1,Poland,hybrid,bachelor,medium,25,0
14,6,Spain,hybrid,phd,large,31,1
5,1,USA,hybrid,master,large,14,0
12,9,Ukraine,hybrid,phd,large,30,1
10,7,Spain,remote,bachelor,large,47,1
13,7,Ukraine,hybrid,master,medium,12,1
1,0,UK,onsite,master,large,27,0
11,7,Spain,hybrid,bootcamp,large,45,1
6,1,Ukraine,remote,master,small,24,0
2,5,Spain,onsite,self-taught,large,30,0
14,0,Spain,remote,phd,small,18,1
2,4,Lithuania,onsite,phd,medium,14,0
4,10,Netherlands,hybrid,bootcamp,large,19,1
2,6,Poland,remote,master,small,22,0
1,9,USA,onsite,bachelor,large,26,1
9,0,Poland,hybrid,self-taught,small,7,0
8,1,Lithuania,onsite,bootcamp,large,28,0
1,6,Lithuania,remote,master,medium,38,0
13,5,UK,remote,bachelor,medium,5,1
10,2,Lithuania,remote,master,small,36,1
1,9,Netherlands,remote,bootcamp,small,18,1
12,1,Lithuania,hybrid,bachelor,medium,14,0
14,9,Spain,onsite,bachelor,large,48,1
7,3,Poland,hybrid,bachelor,small,23,0
14,2,Germany,remote,bachelor,medium,14,1
8,6,USA,onsite,master,small,32,1
6,7,Lithuania,remote,bachelor,medium,5,1
2,1,Poland,hybrid,master,medium,22,0
8,9,UK,hybrid,bachelor,small,28,1
2,6,Lithuania,hybrid,bachelor,small,43,0
4,7,Netherlands,onsite,bootcamp,medium,12,0
8,5,Lithuania,onsite,master,large,18,1
11,5,Lithuania,remote,master,medium,36,1
13,9,Ukraine,onsite,phd,large,31,1
13,0,Ukraine,onsite,bootcamp,large,13,1
2,3,Lithuania,hybrid,master,large,20,0
6,0,UK,remote,bootcamp,small,45,0
11,3,Ukraine,hybrid,bootcamp,medium,36,0
0,1,Lithuania,remote,bootcamp,medium,7,0
3,10,USA,remote,self-taught,large,23,1
3,4,Poland,onsite,master,large,34,0
6,9,Ukraine,hybrid,bootcamp,large,32,1
7,8,Ukraine,onsite,self-taught,medium,21,1
0,10,Netherlands,onsite,self-taught,large,6,0
4,9,Lithuania,onsite,bachelor,medium,16,0
6,2,Lithuania,remote,bachelor,medium,35,0
11,7,Lithuania,hybrid,master,small,47,1
3,2,Lithuania,hybrid,bachelor,large,20,0
12,5,Ukraine,onsite,master,large,42,1
3,3,Spain,remote,self-taught,large,41,0
3,7,Spain,hybrid,self-taught,small,11,1
11,10,Germany,hybrid,master,large,32,1
5,5,Lithuania,onsite,bachelor,medium,14,0
6,7,Germany,remote,bachelor,large,24,1
1,0,USA,onsite,master,medium,44,0
14,5,Germany,hybrid,phd,medium,39,1
4,0,Poland,remote,bachelor,medium,43,0
3,0,Spain,onsite,bootcamp,medium,31,0
14,7,Spain,hybrid,bachelor,large,17,1
13,6,Lithuania,onsite,phd,small,25,1
12,2,Ukraine,onsite,self-taught,small,9,0
2,5,Lithuania,onsite,self-taught,medium,22,0
6,8,USA,remote,self-taught,large,45,1
10,6,Netherlands,hybrid,bachelor,small,48,1
11,2,USA,hybrid,self-taught,large,35,0
5,5,Poland,hybrid,phd,small,37,1
13,10,Lithuania,hybrid,phd,medium,17,1
6,3,Lithuania,remote,bachelor,medium,28,0
4,2,USA,onsite,bootcamp,medium,1,0
12,8,USA,hybrid,bachelor,small,9,1
5,9,USA,remote,self-taught,large,49,1
4,1,Spain,onsite,bachelor,medium,13,0
13,0,Germany,remote,phd,large,47,1
6,1,Germany,remote,bachelor,large,32,0
1,6,Lithuania,hybrid,bachelor,medium,28,0
13,9,Spain,hybrid,bootcamp,small,31,1
10,0,USA,onsite,phd,medium,8,0
4,5,Lithuania,onsite,master,medium,8,0
5,6,Spain,hybrid,master,small,34,0
5,8,Poland,remote,phd,large,23,1
14,7,Netherlands,hybrid,master,small,10,1
4,5,Spain,onsite,self-taught,small,37,0
9,2,UK,remote,master,medium,48,0
6,7,Lithuania,remote,self-taught,small,25,1
9,6,Ukraine,remote,phd,small,33,1
7,2,Germany,hybrid,master,small,45,0
6,8,UK,hybrid,master,large,4,1
4,1,USA,onsite,self-taught,large,7,0
0,2,Netherlands,remote,self-taught,medium,33,0
12,1,Ukraine,remote,bachelor,medium,2,0
4,0,Poland,hybrid,bootcamp,large,48,0
9,3,Ukraine,onsite,master,small,46,1
1,4,Netherlands,onsite,bootcamp,medium,32,0
12,5,Ukraine,remote,bootcamp,medium,5,1
4,4,Netherlands,hybrid,master,small,46,0
4,0,Spain,remote,self-taught,small,17,0
1,2,Lithuania,hybrid,bachelor,small,12,0
4,0,Ukraine,onsite,phd,small,12,0
12,10,Ukraine,remote,master,small,35,1
3,4,Lithuania,remote,master,large,21,0
0,4,Netherlands,remote,phd,small,21,0
2,10,USA,onsite,bootcamp,medium,2,1
0,5,Lithuania,remote,bachelor,large,21,0
11,7,Netherlands,onsite,bootcamp,medium,15,0
10,9,Lithuania,hybrid,phd,small,11,1
14,0,USA,onsite,phd,medium,10,0
4,3,Poland,hybrid,bachelor,small,18,0
3,9,UK,onsite,phd,medium,23,1
6,10,Netherlands,onsite,phd,medium,31,1
4,0,Germany,remote,bachelor,small,26,0
9,8,Germany,onsite,master,medium,2,1
13,10,Netherlands,remote,bootcamp,large,39,1
3,6,Spain,hybrid,master,medium,7,0
1,6,Poland,hybrid,master,large,24,0
3,4,Spain,remote,bootcamp,large,39,0
11,6,UK,hybrid,master,medium,32,1
1,1,Germany,onsite,bachelor,large,26,0
7,3,USA,remote,bootcamp,large,23,0
2,6,Netherlands,remote,self-taught,medium,14,0
8,2,UK,remote,master,small,29,0
12,1,Ukraine,hybrid,phd,small,25,1
3,9,Ukraine,hybrid,bootcamp,large,31,1
12,1,Lithuania,onsite,self-taught,large,2,0
5,0,Germany,onsite,phd,small,2,0
9,4,Poland,remote,self-taught,large,23,1
4,5,Germany,onsite,master,small,47,0
9,5,Poland,hybrid,phd,medium,11,1
12,8,Poland,onsite,master,large,29,1
0,3,Netherlands,hybrid,phd,medium,42,0
8,0,Poland,onsite,bootcamp,small,35,0
0,5,Spain,hybrid,bachelor,small,49,0
7,4,Ukraine,hybrid,bachelor,medium,9,0
8,9,UK,onsite,self-taught,large,32,1
8,5,USA,onsite,phd,medium,30,1
0,2,Germany,hybrid,master,medium,15,0
1,1,USA,remote,bootcamp,large,14,0
11,5,UK,onsite,bootcamp,small,17,0
12,0,Lithuania,hybrid,bootcamp,medium,22,0
0,6,UK,onsite,bachelor,medium,30,0
9,6,Germany,onsite,master,small,17,1
1,9,Ukraine,onsite,bootcamp,medium,16,0
9,6,USA,onsite,bootcamp,small,8,1
11,10,USA,onsite,self-taught,large,39,1
7,9,Netherlands,remote,phd,small,31,1
4,0,Netherlands,remote,phd,small,12,0
11,3,UK,remote,phd,medium,33,1
10,6,UK,hybrid,self-taught,small,12,0
6,10,Lithuania,remote,bachelor,small,25,1
1,8,Poland,remote,self-taught,medium,38,1
7,4,Germany,hybrid,bootcamp,small,48,0
10,1,Netherlands,remote,master,medium,18,1
5,6,Germany,onsite,bootcamp,large,19,0
7,9,Lithuania,remote,bootcamp,small,3,1
0,0,Netherlands,remote,master,large,35,0
14,6,Netherlands,remote,phd,small,5,1
0,5,Poland,onsite,self-taught,small,35,0
11,6,Germany,onsite,bachelor,large,27,1
6,9,Ukraine,onsite,bootcamp,large,37,1
7,2,Germany,onsite,bootcamp,medium,46,0
12,2,Germany,hybrid,bachelor,medium,21,0
2,6,Poland,onsite,self-taught,large,16,0
4,1,Netherlands,onsite,bootcamp,small,28,0
11,0,Lithuania,onsite,bachelor,medium,25,0
0,8,Germany,onsite,bootcamp,small,33,0
6,8,USA,hybrid,phd,medium,17,1
4,6,Ukraine,remote,phd,medium,43,1
7,6,Ukraine,remote,bootcamp,medium,30,1
12,2,Poland,onsite,bootcamp,large,41,1
7,9,Spain,onsite,phd,small,4,1
8,1,Lithuania,onsite,bootcamp,large,2,0
6,10,USA,remote,self-taught,medium,9,1
10,6,Germany,remote,self-taught,large,31,1
0,8,Spain,onsite,master,large,25,0
12,0,Lithuania,remote,self-taught,large,37,0
2,3,Poland,hybrid,bootcamp,small,36,0
7,5,Spain,onsite,bootcamp,large,5,0
2,6,Netherlands,onsite,bachelor,large,24,0
7,9,UK,hybrid,self-taught,large,24,1
0,6,Spain,hybrid,phd,large,29,0
4,9,UK,remote,phd,large,45,1
3,1,Ukraine,hybrid,master,large,31,0
4,3,USA,onsite,bachelor,large,37,0
7,4,Lithuania,remote,phd,medium,19,0
9,0,USA,hybrid,master,large,23,0
14,0,USA,remote,self-taught,large,35,0
13,9,Germany,remote,bachelor,small,6,1
3,2,Poland,remote,bachelor,medium,6,0
10,9,Spain,remote,bootcamp,large,37,1
3,2,Lithuania,hybrid,self-taught,small,30,0
14,7,Ukraine,onsite,bachelor,large,1,1
2,8,Netherlands,onsite,master,large,8,0
6,10,Poland,hybrid,phd,large,28,1
2,0,Poland,onsite,self-taught,large,25,0
11,10,Lithuania,remote,self-taught,large,33,1
2,1,Poland,remote,bachelor,small,38,0
10,9,Germany,remote,bachelor,large,14,1
9,1,Poland,hybrid,bachelor,small,11,0
4,3,Ukraine,remote,master,large,2,0
4,1,Ukraine,remote,bootcamp,small,30,0
13,6,Germany,hybrid,bachelor,medium,30,1
5,8,Spain,remote,bootcamp,large,4,1
7,6,Spain,remote,bootcamp,medium,13,1
9,5,USA,onsite,self-taught,medium,7,1
5,9,Ukraine,hybrid,phd,medium,38,1
14,0,Germany,remote,phd,large,3,0
11,10,Netherlands,remote,master,medium,9,1
0,9,Spain,remote,master,small,14,1
14,8,Poland,remote,phd,large,11,1
7,4,Lithuania,onsite,phd,medium,37,1
7,10,Lithuania,onsite,self-taught,large,14,1
8,4,UK,onsite,self-taught,medium,19,0
8,5,Ukraine,onsite,phd,small,8,1
1,8,Germany,hybrid,bachelor,large,7,0
14,7,Netherlands,remote,bachelor,large,7,1
1,7,USA,onsite,self-taught,medium,3,0
2,7,Poland,remote,bootcamp,small,3,0
0,0,Germany,hybrid,phd,large,18,0
3,0,UK,remote,master,medium,45,0
13,7,Lithuania,remote,bachelor,small,33,1
3,4,Germany,onsite,bootcamp,small,37,0
13,8,Poland,onsite,bachelor,small,28,1
8,1,Netherlands,hybrid,bootcamp,small,36,0
8,8,Ukraine,remote,phd,large,16,1
8,7,Netherlands,onsite,phd,large,15,1
9,8,Spain,onsite,phd,small,29,1
6,3,Poland,onsite,self-taught,medium,18,0
13,0,UK,hybrid,bootcamp,medium,49,0
14,0,Spain,remote,master,small,46,1
1,4,Spain,onsite,master,small,46,0
9,1,Spain,remote,phd,medium,19,0
4,7,Germany,hybrid,master,small,29,1
3,9,UK,remote,bachelor,small,6,1
11,10,Lithuania,onsite,bootcamp,large,45,1
10,4,Netherlands,remote,bootcamp,large,47,1
7,4,Ukraine,remote,bootcamp,small,27,0
1,1,Germany,hybrid,bachelor,small,7,0
5,6,Lithuania,hybrid,self-taught,large,27,0
12,7,Netherlands,remote,bachelor,small,19,1
4,9,Ukraine,remote,bootcamp,large,17,1
14,0,UK,remote,bootcamp,large,41,0
11,1,Ukraine,hybrid,bootcamp,medium,11,0
1,9,UK,hybrid,master,large,5,1
10,3,Poland,remote,self-taught,medium,2,0
9,4,Ukraine,hybrid,bachelor,medium,47,0
14,1,Netherlands,onsite,bootcamp,large,12,0
0,0,Netherlands,hybrid,phd,small,42,0
7,8,UK,hybrid,self-taught,large,42,1
1,0,Netherlands,hybrid,phd,medium,11,0
6,3,USA,onsite,self-taught,large,10,0
8,1,Poland,onsite,bootcamp,large,28,1
8,10,Germany,onsite,self-taught,medium,7,1
7,3,Ukraine,remote,self-taught,large,14,0
10,7,Germany,remote,bootcamp,large,13,1
13,7,Lithuania,onsite,phd,medium,5,1
11,10,Germany,remote,phd,small,42,1
9,8,Spain,remote,master,medium,8,1
8,10,Netherlands,remote,phd,medium,1,1
1,4,Germany,onsite,phd,large,5,0
5,6,Lithuania,hybrid,self-taught,medium,11,0
3,2,Lithuania,onsite,master,large,43,0
13,9,Spain,onsite,bootcamp,large,48,1
3,3,Lithuania,remote,bootcamp,large,10,0
4,9,UK,remote,bachelor,medium,15,0
11,8,USA,hybrid,master,medium,39,1
2,9,UK,hybrid,self-taught,large,47,0
13,9,Netherlands,hybrid,bachelor,small,29,1
0,0,Netherlands,hybrid,bachelor,small,25,0
7,1,Netherlands,onsite,bootcamp,medium,48,0
4,4,Poland,hybrid,phd,large,6,0
2,2,Germany,onsite,self-taught,large,11,0
9,1,USA,remote,master,medium,17,0
13,0,Germany,hybrid,bachelor,small,15,0
6,9,USA,remote,self-taught,medium,16,1
6,2,Germany,remote,bootcamp,medium,2,0
0,0,Spain,onsite,bachelor,large,36,0
11,0,Ukraine,hybrid,bachelor,medium,19,0
8,0,UK,onsite,bootcamp,small,38,0
14,7,Lithuania,remote,bootcamp,medium,21,1
1,2,Lithuania,hybrid,bootcamp,large,11,0
4,10,UK,remote,self-taught,small,41,1
12,0,Spain,remote,self-taught,large,3,0
13,6,USA,hybrid,self-taught,medium,34,1
4,9,UK,hybrid,phd,medium,18,1
13,2,Poland,hybrid,bachelor,medium,15,1
7,7,USA,onsite,self-taught,large,25,1
13,3,Lithuania,onsite,phd,medium,15,1
7,3,Poland,remote,bachelor,small,30,0
13,4,Germany,hybrid,self-taught,small,17,1
6,5,Poland,remote,bootcamp,large,18,0
6,6,USA,remote,master,large,31,1
11,3,Spain,remote,self-taught,large,43,1
10,7,Germany,remote,master,medium,18,1
5,5,USA,remote,self-taught,small,35,0
5,0,Germany,hybrid,bootcamp,small,13,0
10,0,Poland,onsite,master,small,14,1
8,8,Lithuania,hybrid,phd,large,36,1
5,9,USA,hybrid,bootcamp,large,18,1
11,5,Ukraine,hybrid,master,medium,5,1
12,9,Spain,onsite,master,large,14,1
12,7,Ukraine,onsite,bootcamp,small,25,1
1,6,Ukraine,onsite,bootcamp,medium,44,0
1,5,UK,hybrid,bootcamp,large,39,0
12,3,Poland,onsite,bachelor,large,12,0
4,6,USA,remote,phd,small,40,1
14,8,Spain,onsite,self-taught,medium,28,1
3,10,USA,hybrid,master,large,35,1
10,9,Poland,hybrid,self-taught,large,1,1
1,9,USA,remote,bootcamp,medium,3,0
14,6,Germany,onsite,phd,medium,43,1
14,0,Poland,onsite,phd,large,7,1
2,9,USA,remote,bachelor,large,9,0
6,8,UK,hybrid,bootcamp,small,36,1
7,3,Lithuania,hybrid,master,medium,23,0
11,2,USA,onsite,bachelor,large,24,0
12,3,Germany,onsite,bootcamp,large,10,1
5,3,Spain,onsite,bachelor,large,48,0
10,9,UK,onsite,self-taught,large,12,1
4,10,Spain,onsite,bootcamp,small,19,1
12,1,Ukraine,hybrid,master,medium,32,0
0,0,UK,hybrid,master,large,24,0
7,9,Spain,hybrid,bootcamp,medium,22,1
2,0,Lithuania,hybrid,bachelor,medium,3,0
14,7,Germany,remote,phd,large,40,1
5,1,Ukraine,hybrid,bootcamp,large,27,0
2,9,Poland,remote,master,large,19,1
6,4,Spain,hybrid,self-taught,small,9,0
12,3,UK,onsite,master,large,49,1
13,7,Germany,onsite,phd,medium,13,1
6,1,USA,onsite,master,medium,2,0
11,9,Lithuania,remote,phd,small,36,1
14,8,Germany,hybrid,bootcamp,large,29,1
8,6,Germany,hybrid,master,large,11,1
4,6,Poland,remote,bachelor,small,34,0
14,0,Germany,remote,bachelor,small,4,0
7,1,Poland,remote,master,large,4,0
9,3,Lithuania,remote,master,large,1,1
9,3,Lithuania,remote,self-taught,medium,25,0
7,10,USA,onsite,master,large,26,1
0,2,Poland,hybrid,self-taught,large,11,0
11,6,Poland,remote,self-taught,medium,23,1
4,7,Spain,onsite,self-taught,medium,2,0
2,1,Spain,remote,self-taught,medium,19,0
0,3,USA,onsite,bootcamp,medium,29,0
3,2,Lithuania,remote,bachelor,small,40,0
7,1,Netherlands,hybrid,self-taught,medium,4,0
2,5,Spain,remote,bachelor,small,16,0
9,3,Germany,remote,self-taught,medium,47,0
1,5,Lithuania,hybrid,bachelor,medium,37,0
10,1,Netherlands,hybrid,master,medium,27,0
8,3,Ukraine,remote,master,large,5,0
9,10,Germany,hybrid,bachelor,small,15,1
4,5,UK,hybrid,self-taught,medium,23,0
13,4,Poland,onsite,bootcamp,large,49,1
6,2,Lithuania,hybrid,bachelor,small,3,0
10,7,UK,hybrid,phd,small,18,1
10,6,USA,remote,bootcamp,large,43,1
1,2,Poland,remote,phd,small,26,0
8,5,Poland,onsite,bachelor,large,6,1
12,3,Germany,remote,self-taught,medium,44,1
8,10,UK,hybrid,phd,large,17,1
3,4,Poland,hybrid,bachelor,small,46,0
3,10,Spain,hybrid,bootcamp,small,38,1
5,4,Lithuania,remote,self-taught,medium,42,0
9,6,Spain,hybrid,phd,large,48,1
9,10,Germany,hybrid,bachelor,medium,27,1
9,4,Netherlands,onsite,self-taught,large,20,1
5,10,Ukraine,onsite,self-taught,large,6,1
11,2,Germany,onsite,master,large,35,1
0,9,Lithuania,remote,self-taught,medium,12,1
13,4,Poland,hybrid,bachelor,medium,48,1
13,6,UK,hybrid,bootcamp,small,3,1
8,4,UK,hybrid,master,medium,48,0
1,4,USA,onsite,bachelor,large,4,0
4,8,Germany,hybrid,bachelor,large,45,1
8,2,Lithuania,hybrid,bachelor,large,4,0
3,5,USA,hybrid,phd,medium,4,0
10,0,Poland,hybrid,phd,small,39,0
2,9,Netherlands,hybrid,bootcamp,medium,21,1
14,4,Germany,remote,bachelor,small,44,1
6,7,Netherlands,hybrid,phd,medium,2,1
5,4,Lithuania,remote,phd,large,16,0
7,8,Netherlands,hybrid,phd,small,7,1
2,10,Netherlands,remote,bootcamp,medium,19,1
4,5,Lithuania,hybrid,bootcamp,large,43,0
9,7,Lithuania,hybrid,bachelor,small,33,1
3,9,Germany,hybrid,master,small,9,1
14,7,Netherlands,hybrid,bachelor,large,37,1
12,2,USA,onsite,phd,large,17,1
3,6,Ukraine,hybrid,phd,medium,27,0
3,6,Lithuania,remote,self-taught,medium,33,0
9,9,Poland,onsite,bachelor,large,49,1
7,5,Netherlands,onsite,phd,medium,12,1
5,6,Lithuania,hybrid,phd,large,45,1
2,1,USA,remote,master,large,11,0
9,8,UK,remote,self-taught,medium,13,1
4,9,Germany,onsite,bachelor,medium,31,1
5,9,Netherlands,remote,bootcamp,small,13,1
4,0,UK,hybrid,bachelor,small,38,0
5,0,Lithuania,hybrid,bachelor,medium,26,0
7,2,Lithuania,hybrid,master,medium,31,0
6,2,Poland,hybrid,bachelor,medium,22,0
4,0,Poland,hybrid,master,small,6,0
9,6,Netherlands,onsite,master,medium,20,1
5,3,UK,hybrid,phd,small,21,0
13,9,Ukraine,hybrid,bootcamp,small,10,1
3,1,UK,onsite,master,small,19,0
11,9,Lithuania,onsite,self-taught,small,35,1
8,4,Ukraine,onsite,self-taught,large,26,0
12,5,Netherlands,remote,bootcamp,medium,7,0
3,8,Lithuania,remote,master,medium,37,1
0,3,Poland,hybrid,bootcamp,large,8,0
